file,round,tick,seconds,att_team,vic_team,att_side,vic_side,hp_dmg,arm_dmg,is_bomb_planted,bomb_site,hitbox,wp,wp_type,att_id,att_rank,vic_id,vic_rank,att_pos_x,att_pos_y,vic_pos_x,vic_pos_y
esea_match_13818366.dem,1,21257,165.8779,Team 2,Team 1,Terrorist,CounterTerrorist,20,0,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,695.9623,1459.579,-299.9824,2220.148
esea_match_13818366.dem,1,21653,168.9752,Team 1,Team 2,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-236.3433,923.7209,271.5201,2097.479
esea_match_13818366.dem,1,21717,169.4758,Team 1,Team 2,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-422.4744,2051.092,909.0534,1543.72
esea_match_13818366.dem,1,21937,171.1965,Team 1,Team 2,CounterTerrorist,Terrorist,14,6,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-263.6333,2248.544,704.7518,1579.347
esea_match_13818366.dem,1,22229,173.4804,Team 1,Team 2,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-558.0109,-874.1711,254.492,-691.1022
esea_match_13818366.dem,1,22565,176.1084,Team 1,Team 2,CounterTerrorist,Terrorist,14,7,FALSE,,RightArm,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-257.3235,2237.782,565.4832,1591.995
esea_match_13818366.dem,1,22653,176.7967,Team 2,Team 1,Terrorist,CounterTerrorist,8,4,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,721.1249,1737.944,-683.3134,1264.154
esea_match_13818366.dem,1,22711,177.2503,Team 2,Team 1,Terrorist,CounterTerrorist,8,4,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,694.5822,1815.21,-685.8182,1271.308
esea_match_13818366.dem,1,22807,178.0012,Team 1,Team 2,CounterTerrorist,Terrorist,13,6,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,-681.6322,1259.17,672.0367,1854.899
esea_match_13818366.dem,1,24575,191.8296,Team 1,Team 2,CounterTerrorist,Terrorist,2,1,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,212.5068,1298.016,554.11,1945.207
esea_match_13818366.dem,1,24861,194.0665,Team 2,Team 1,Terrorist,CounterTerrorist,24,0,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,560.347,1935.838,338.3871,1353.732
esea_match_13818366.dem,1,24985,195.0364,Team 1,Team 2,CounterTerrorist,Terrorist,15,7,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,327.8214,1377.786,561.9266,1937.993
esea_match_13818366.dem,1,25019,195.3023,Team 1,Team 2,CounterTerrorist,Terrorist,70,0,FALSE,,Head,USP,Pistol,7.65612E+16,0,7.65612E+16,0,310.7552,1377.032,559.7442,1938.775
esea_match_13818366.dem,1,25347,197.8677,Team 1,Team 2,CounterTerrorist,Terrorist,17,8,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,235.2591,2140.344,426.8561,2087.555
esea_match_13818366.dem,1,25355,197.9303,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,426.2978,2093.562,234.7218,2138.947
esea_match_13818366.dem,1,25375,198.0867,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,428.9287,2111.515,238.0826,2148.785
esea_match_13818366.dem,1,25381,198.1337,Team 1,Team 2,CounterTerrorist,Terrorist,17,8,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,239.191,2152.16,429.8139,2116.147
esea_match_13818366.dem,1,25415,198.3996,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,431.175,2135.688,244.6946,2170.48
esea_match_13818366.dem,1,25435,198.556,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,432.286,2150.581,242.5676,2163.003
esea_match_13818366.dem,1,25439,198.5873,Team 1,Team 2,CounterTerrorist,Terrorist,17,8,FALSE,,Chest,USP,Pistol,7.65612E+16,0,7.65612E+16,0,242.121,2161.116,432.6137,2153.833
esea_match_13818366.dem,1,25461,198.7594,Team 1,Team 2,CounterTerrorist,Terrorist,21,0,FALSE,,Head,USP,Pistol,7.65612E+16,0,7.65612E+16,0,240.4726,2148.921,433.7587,2165.765
esea_match_13818366.dem,2,29243,228.3089,Team 1,Team 2,CounterTerrorist,Terrorist,100,0,FALSE,,Head,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-291.9434,421.2559,1060.269,176.7249
esea_match_13818366.dem,2,29715,232.0007,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,RightArm,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-15.53417,-483.4935,752.5127,-978.6975
esea_match_13818366.dem,2,29763,232.3761,Team 1,Team 2,CounterTerrorist,Terrorist,23,0,FALSE,,LeftLeg,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-19.99026,-489.894,995.4144,-1143.846
esea_match_13818366.dem,2,29773,232.4543,Team 1,Team 2,CounterTerrorist,Terrorist,77,0,FALSE,,Head,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-24.10511,-496.2598,995.8951,-1143.184
esea_match_13818366.dem,2,31409,245.219,Team 1,Team 2,CounterTerrorist,Terrorist,27,5,FALSE,,Stomach,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-78.396,479.1587,800.5219,227.6071
esea_match_13818366.dem,2,31415,245.2659,Team 2,Team 1,Terrorist,CounterTerrorist,20,5,FALSE,,Chest,P250,Pistol,7.65612E+16,0,7.65612E+16,0,797.1973,225.1433,-78.396,479.1587
esea_match_13818366.dem,2,31423,245.3285,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-78.396,479.1587,793.5819,221.6421
esea_match_13818366.dem,2,31445,245.5005,Team 1,Team 2,CounterTerrorist,Terrorist,52,0,FALSE,,Head,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-78.396,479.1587,788.8623,215.1076
esea_match_13818366.dem,2,31587,246.6112,Team 2,Team 1,Terrorist,CounterTerrorist,66,9,FALSE,,Head,CZ,Pistol,7.65612E+16,0,7.65612E+16,0,1045.177,210.2915,-75.56991,486.0809
esea_match_13818366.dem,2,31625,246.9084,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-78.57774,473.9203,1039.757,188.5086
esea_match_13818366.dem,2,31707,247.5498,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-71.86022,498.3948,1041.392,194.4491
esea_match_13818366.dem,2,31719,247.6436,Team 1,Team 2,CounterTerrorist,Terrorist,58,18,FALSE,,Head,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-71.86022,498.3948,1040.846,192.2784
esea_match_13818366.dem,2,33279,259.8451,Team 2,Team 1,Terrorist,CounterTerrorist,23,6,FALSE,,Chest,P250,Pistol,7.65612E+16,0,7.65612E+16,0,1330.902,-185.0259,1213.246,-193.4741
esea_match_13818366.dem,2,33337,260.2988,Team 2,Team 1,Terrorist,CounterTerrorist,77,26,FALSE,,Head,P250,Pistol,7.65612E+16,0,7.65612E+16,0,1330.741,-191.2738,1220.148,-218.2807
esea_match_13818366.dem,2,33497,261.5502,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,926.6232,241.614,1206.765,-235.1611
esea_match_13818366.dem,2,33519,261.7223,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,926.6232,241.614,1212.187,-238.9765
esea_match_13818366.dem,2,33619,262.5044,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,942.5024,251.3007,1261.523,-201.759
esea_match_13818366.dem,2,33687,263.0363,Team 2,Team 1,Terrorist,CounterTerrorist,17,4,FALSE,,Chest,UMP,SMG,7.65612E+16,0,7.65612E+16,0,1291.322,-185.0313,952.2399,-433.7453
esea_match_13818366.dem,2,33715,263.2553,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,947.2808,-417.4059,1312.443,-186.7783
esea_match_13818366.dem,2,33723,263.3179,Team 2,Team 1,Terrorist,CounterTerrorist,17,4,FALSE,,Chest,UMP,SMG,7.65612E+16,0,7.65612E+16,0,1313.792,-186.7849,944.993,-412.8731
esea_match_13818366.dem,2,33725,263.3335,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,944.4929,-411.9248,1313.677,-186.3505
esea_match_13818366.dem,2,33735,263.4117,Team 2,Team 1,Terrorist,CounterTerrorist,17,4,FALSE,,Chest,UMP,SMG,7.65612E+16,0,7.65612E+16,0,1311.688,-185.0313,942.2907,-407.8794
esea_match_13818366.dem,2,33747,263.5056,Team 2,Team 1,Terrorist,CounterTerrorist,17,4,FALSE,,Chest,UMP,SMG,7.65612E+16,0,7.65612E+16,0,1312.895,-188.1272,940.2352,-404.0681
esea_match_13818366.dem,2,33765,263.6464,Team 1,Team 2,CounterTerrorist,Terrorist,9,5,FALSE,,Stomach,MP7,SMG,7.65612E+16,0,7.65612E+16,0,938.5165,-400.827,1313.073,-188.8532
esea_match_13818366.dem,3,38222,298.4519,Team 2,Team 1,Terrorist,CounterTerrorist,48,27,FALSE,,Head,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,256.0882,-833.9987,338.3495,-387.1171
esea_match_13818366.dem,3,38250,298.6709,Team 1,Team 2,CounterTerrorist,Terrorist,32,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,344.1776,-389.6714,284.8835,-833.9987
esea_match_13818366.dem,3,38302,299.0777,Team 2,Team 1,Terrorist,CounterTerrorist,12,6,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,279.5561,-831.5681,328.412,-386.9767
esea_match_13818366.dem,3,38340,299.3749,Team 2,Team 1,Terrorist,CounterTerrorist,12,6,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,278.4255,-831.4171,318.7895,-386.4386
esea_match_13818366.dem,3,38342,299.3905,Team 1,Team 2,CounterTerrorist,Terrorist,32,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,318.3367,-386.395,278.4352,-831.4181
esea_match_13818366.dem,3,38354,299.4844,Team 1,Team 2,CounterTerrorist,Terrorist,32,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,318.0023,-386.368,274.6642,-830.9774
esea_match_13818366.dem,3,38378,299.6721,Team 1,Team 2,CounterTerrorist,Terrorist,4,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,323.8446,-386.9468,265.886,-829.9891
esea_match_13818366.dem,3,41334,322.7924,Team 1,Team 2,CounterTerrorist,Terrorist,23,0,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,333.7784,1816.907,631.144,1481.674
esea_match_13818366.dem,3,41358,322.9801,Team 2,Team 1,Terrorist,CounterTerrorist,20,3,FALSE,,RightArm,CZ,Pistol,7.65612E+16,0,7.65612E+16,0,637.7216,1488.057,339.8676,1816.634
esea_match_13818366.dem,3,41364,323.027,Team 1,Team 2,CounterTerrorist,Terrorist,23,0,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,339.8676,1816.634,640.1827,1490.422
esea_match_13818366.dem,3,41384,323.1834,Team 2,Team 1,Terrorist,CounterTerrorist,20,0,FALSE,,LeftLeg,CZ,Pistol,7.65612E+16,0,7.65612E+16,0,643.0319,1493.16,339.8676,1816.634
esea_match_13818366.dem,3,41404,323.3399,Team 1,Team 2,CounterTerrorist,Terrorist,29,0,FALSE,,Stomach,MP7,SMG,7.65612E+16,0,7.65612E+16,0,345.9464,1821.84,643.0319,1493.16
esea_match_13818366.dem,3,41416,323.4337,Team 1,Team 2,CounterTerrorist,Terrorist,25,0,FALSE,,Stomach,MP7,SMG,7.65612E+16,0,7.65612E+16,0,350.9336,1826.216,643.0319,1493.16
esea_match_13818366.dem,3,41594,324.826,Team 2,Team 1,Terrorist,CounterTerrorist,11,6,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,764.9089,1354.447,400.9893,1771.479
esea_match_13818366.dem,3,41596,324.8416,Team 1,Team 2,CounterTerrorist,Terrorist,22,0,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,401.3665,1771.199,766.9688,1356.327
esea_match_13818366.dem,3,41634,325.1388,Team 2,Team 1,Terrorist,CounterTerrorist,11,6,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,753.7253,1351.124,409.3561,1771.007
esea_match_13818366.dem,3,41636,325.1544,Team 1,Team 2,CounterTerrorist,Terrorist,28,0,FALSE,,Stomach,MP7,SMG,7.65612E+16,0,7.65612E+16,0,409.0069,1770.711,754.3295,1351.637
esea_match_13818366.dem,3,41672,325.436,Team 2,Team 1,Terrorist,CounterTerrorist,38,26,FALSE,,Head,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,747.1635,1346.338,402.7772,1765.399
esea_match_13818366.dem,3,42506,331.9591,Team 1,Team 2,CounterTerrorist,Terrorist,30,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-346.4834,1371.121,655.2582,1830.79
esea_match_13818366.dem,3,42530,332.1469,Team 1,Team 2,CounterTerrorist,Terrorist,30,0,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-353.016,1386.021,651.8839,1837.69
esea_match_13818366.dem,3,42592,332.6318,Team 1,Team 2,CounterTerrorist,Terrorist,40,0,FALSE,,Stomach,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,186.4227,1336.427,636.0811,1871.264
esea_match_13818366.dem,3,43260,337.8565,Team 1,Team 2,CounterTerrorist,Terrorist,50,0,FALSE,,Head,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,89.47632,1373.211,455.5802,1365.671
esea_match_13818366.dem,3,45756,357.3477,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Stomach,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,-143.223,364.4619,-178.4583,1260.049
esea_match_13818366.dem,3,45780,357.5354,Team 2,Team 1,Terrorist,CounterTerrorist,13,7,FALSE,,Stomach,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,-145.0577,364.1921,-218.2248,1287.395
esea_match_13818366.dem,3,45814,357.8013,Team 2,Team 1,Terrorist,CounterTerrorist,10,5,FALSE,,Chest,Glock,Pistol,7.65612E+16,0,7.65612E+16,0,-109.8443,366.8589,-274.5609,1326.135
esea_match_13818366.dem,3,45962,358.9589,Team 1,Team 2,CounterTerrorist,Terrorist,32,0,FALSE,,Chest,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-290.189,1328.584,-43.53473,378.5721
esea_match_13818366.dem,3,45964,358.9745,Team 1,Team 2,CounterTerrorist,Terrorist,51,0,FALSE,,Chest,Deagle,Pistol,7.65612E+16,0,7.65612E+16,0,-319.5699,8.488564,-43.21824,378.653
esea_match_13818366.dem,3,46046,359.6159,Team 1,Team 2,CounterTerrorist,Terrorist,17,0,FALSE,,Stomach,Deagle,Pistol,7.65612E+16,0,7.65612E+16,0,-319.7554,8.59567,-48.27574,377.319
esea_match_13818366.dem,4,50159,391.7465,Team 1,Team 2,CounterTerrorist,Terrorist,3,1,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,-246.5787,417.3218,1082.969,463.9896
esea_match_13818366.dem,4,52655,411.2689,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,RightArm,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-80.83014,473.4649,956.8657,176.0895
esea_match_13818366.dem,4,52667,411.3628,Team 1,Team 2,CounterTerrorist,Terrorist,27,5,FALSE,,Stomach,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-80.83014,473.4649,956.8657,176.0895
esea_match_13818366.dem,4,52681,411.4723,Team 2,Team 1,Terrorist,CounterTerrorist,100,15,FALSE,,Head,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,956.8657,176.0895,-80.72485,473.8269
esea_match_13818366.dem,4,53653,419.0748,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-74.87063,488.995,932.6288,206.7243
esea_match_13818366.dem,4,53665,419.1686,Team 1,Team 2,CounterTerrorist,Terrorist,30,19,FALSE,,Head,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-73.60486,493.6743,926.9423,207.9639
esea_match_13818366.dem,4,54185,423.2358,Team 1,Team 2,CounterTerrorist,Terrorist,86,18,FALSE,,Head,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-122.6291,2222.096,733.2261,1380.317
esea_match_13818366.dem,4,54209,423.4235,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,RightArm,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-94.29601,2222.826,737.1784,1376.712
esea_match_13818366.dem,4,54691,427.1935,Team 2,Team 1,Terrorist,CounterTerrorist,23,7,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,850.7429,356.9955,-159.3374,461.5229
esea_match_13818366.dem,4,54985,429.493,Team 1,Team 2,CounterTerrorist,Terrorist,11,0,FALSE,,RightLeg,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-138.1176,449.7569,722.2128,106.4909
esea_match_13818366.dem,4,55485,433.4037,Team 1,Team 2,CounterTerrorist,Terrorist,15,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-211.9712,-1245.203,77.19308,-1054.184
esea_match_13818366.dem,4,55507,433.5758,Team 1,Team 2,CounterTerrorist,Terrorist,60,18,FALSE,,Head,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-202.6782,-1258.58,80.82869,-1063.548
esea_match_13818366.dem,4,55549,433.9043,Team 1,Team 2,CounterTerrorist,Terrorist,25,18,FALSE,,Head,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-175.6145,-1300.063,91.51667,-1076.673
esea_match_13818366.dem,4,55711,435.1714,Team 1,Team 2,CounterTerrorist,Terrorist,17,5,FALSE,,Stomach,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-149.3924,-1326.165,192.1911,-926.3602
esea_match_13818366.dem,4,55721,435.2496,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,LeftArm,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-149.9002,-1326.303,192.1911,-926.3602
esea_match_13818366.dem,4,55731,435.3278,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,LeftArm,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-153.4109,-1323.5,192.1911,-926.3602
esea_match_13818366.dem,4,55741,435.406,Team 2,Team 1,Terrorist,CounterTerrorist,27,3,FALSE,,Chest,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,192.1911,-926.3602,-155.3049,-1321.983
esea_match_13818366.dem,4,55741,435.406,Team 1,Team 2,CounterTerrorist,Terrorist,14,4,FALSE,,Chest,MP7,SMG,7.65612E+16,0,7.65612E+16,0,-155.3049,-1321.983,192.1911,-926.3602
esea_match_13818366.dem,4,55767,435.6094,Team 2,Team 1,Terrorist,CounterTerrorist,27,3,FALSE,,Chest,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,191.9736,-926.1775,-157.4599,-1320.049
esea_match_13818366.dem,4,55793,435.8127,Team 2,Team 1,Terrorist,CounterTerrorist,27,3,FALSE,,Chest,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,187.1011,-921.8184,-167.9424,-1310.568
esea_match_13818366.dem,4,55805,435.9066,Team 2,Team 1,Terrorist,CounterTerrorist,19,3,FALSE,,RightArm,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,186.509,-921.2542,-172.1279,-1306.743
esea_match_13818366.dem,4,56427,440.7403,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-276.696,608.8204,513.0313,-74.61343
esea_match_13818366.dem,4,56439,440.8341,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-277.5182,607.8687,513.0313,-79.5563
esea_match_13818366.dem,4,56527,441.5224,Team 1,Team 2,CounterTerrorist,Terrorist,28,6,FALSE,,Stomach,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-266.1635,620.8989,520.2252,-77.44974
esea_match_13818366.dem,4,56553,441.7258,Team 1,Team 2,CounterTerrorist,Terrorist,14,6,FALSE,,Stomach,M4A1,Rifle,7.65612E+16,0,7.65612E+16,0,-266.1635,620.8989,520.2252,-77.44974
esea_match_13818366.dem,4,57117,446.1371,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,TRUE,B,LeftArm,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-401.7691,-1151.804,-299.5869,-1283.534
esea_match_13818366.dem,4,57129,446.2309,Team 1,Team 2,CounterTerrorist,Terrorist,19,4,TRUE,B,LeftArm,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-408.1521,-1159.573,-302.0963,-1284.367
esea_match_13818366.dem,5,63414,495.3498,Team 2,Team 1,Terrorist,CounterTerrorist,36,1,FALSE,,RightArm,Deagle,Pistol,7.65612E+16,0,7.65612E+16,0,859.5438,-1295.821,55.59518,-490.735
esea_match_13818366.dem,5,63470,495.7878,Team 2,Team 1,Terrorist,CounterTerrorist,36,1,FALSE,,RightArm,Deagle,Pistol,7.65612E+16,0,7.65612E+16,0,864.5289,-1290.518,53.38952,-492.589
esea_match_13818366.dem,5,63648,497.18,Team 2,Team 1,Terrorist,CounterTerrorist,22,6,FALSE,,Chest,P250,Pistol,7.65612E+16,0,7.65612E+16,0,6.089434,1974.952,-181.0654,2261.969
esea_match_13818366.dem,5,63654,497.227,Team 1,Team 2,CounterTerrorist,Terrorist,27,3,FALSE,,Chest,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,-178.0907,2261.969,-1.424411,1979.8
esea_match_13818366.dem,5,63686,497.4772,Team 2,Team 1,Terrorist,CounterTerrorist,78,25,FALSE,,Head,P250,Pistol,7.65612E+16,0,7.65612E+16,0,-4.119406,2001.024,-160.3909,2261.998
esea_match_13818366.dem,5,64314,502.3891,Team 2,Team 1,Terrorist,CounterTerrorist,100,16,FALSE,,Head,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,410.337,1476.779,331.7715,1369.102
esea_match_13818366.dem,5,65436,511.1335,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-611.5778,1438.969,397.2542,1515.412
esea_match_13818366.dem,5,65448,511.2274,Team 1,Team 2,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-611.5778,1438.969,397.2542,1515.412
esea_match_13818366.dem,5,65450,511.243,Team 2,Team 1,Terrorist,CounterTerrorist,100,15,FALSE,,Head,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,397.2542,1515.412,-611.5778,1438.969
esea_match_13818366.dem,5,66594,520.1908,Team 2,Team 1,Terrorist,CounterTerrorist,20,4,TRUE,A,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-782.8755,1436.039,-817.0341,-375.416
esea_match_13818366.dem,5,66630,520.4724,Team 2,Team 1,Terrorist,CounterTerrorist,20,4,TRUE,A,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,-782.8834,1436.04,-796.1592,-379.9688
esea_match_13818366.dem,5,66954,523.0065,Team 1,Team 2,CounterTerrorist,Terrorist,100,1,TRUE,A,Chest,AWP,Sniper,7.65612E+16,0,7.65612E+16,0,-742.3831,-228.6872,-934.8256,1047.591
esea_match_13818366.dem,5,70896,553.8388,World,Team 2,None,Terrorist,4,2,TRUE,A,Generic,Unknown,Unkown,0,0,7.65612E+16,0,0,0,0,0
esea_match_13818366.dem,6,74927,585.3124,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,449.7242,230.5004,803.8819,280.2796
esea_match_13818366.dem,6,74939,585.4063,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,451.8768,240.3876,798.6032,283.9961
esea_match_13818366.dem,6,74951,585.5002,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,453.0783,247.4234,795.3041,287.0148
esea_match_13818366.dem,6,74963,585.594,Team 1,Team 2,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,453.6598,250.8294,793.5189,290.3916
esea_match_13818366.dem,6,74973,585.6722,Team 1,Team 2,CounterTerrorist,Terrorist,12,4,FALSE,,Chest,M4A4,Rifle,7.65612E+16,0,7.65612E+16,0,453.7206,251.1849,792.5332,294.174
esea_match_13818366.dem,6,75545,590.1461,Team 1,Team 2,CounterTerrorist,Terrorist,3,0,FALSE,,Generic,Incendiary,Grenade,7.65612E+16,0,7.65612E+16,0,-20.6378,-356.7692,460.3449,-1025.998
esea_match_13818366.dem,6,75871,592.6959,Team 1,Team 2,CounterTerrorist,Terrorist,41,13,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,782.9688,570.3968,1194.936,521.9559
esea_match_13818366.dem,6,75871,592.6959,Team 1,Team 2,CounterTerrorist,Terrorist,1,0,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,782.9688,570.3968,1483.239,564.012
esea_match_13818366.dem,6,76949,601.1274,Team 1,Team 2,CounterTerrorist,Terrorist,3,1,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,763.8165,-42.85872,962.7566,463.9688
esea_match_13818366.dem,6,76949,601.1274,Team 1,Team 2,CounterTerrorist,Terrorist,4,1,FALSE,,Generic,HE,Grenade,7.65612E+16,0,7.65612E+16,0,763.8165,-42.85872,1183.781,50.1813
esea_match_13818366.dem,6,77243,603.427,Team 1,Team 2,CounterTerrorist,Terrorist,33,4,FALSE,,Stomach,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,665.7662,-148.6124,858.7397,461.6647
esea_match_13818366.dem,6,77255,603.5208,Team 1,Team 2,CounterTerrorist,Terrorist,33,4,FALSE,,Stomach,AK47,Rifle,7.65612E+16,0,7.65612E+16,0,666.7298,-148.1637,861.4504,460.8241
